30.83	-24.87
6.49	10.9
21.68	-4.12
-20.64	19.49
4.21	-9.99
9.6	-8.17
-5.75	-25.76
5.43	9.97
-19.64	-4.11
26.36	-12.29
3.4	-25.61
-0.93	-0.09
17.04	-26.51
14.45	28.86
-26.87	22.81
6.31	-14.31
-24.19	3.43
-24.49	19.66
-24.63	-16.89
14.86	6.82
9.95	11.77
-2.44	6.15
-13.12	-24.6
27.23	-5.05
18.05	-4.98
-7.37	24.43
18.26	-28.55
6.86	24.17
-22.28	-24.34
-1.92	9.98
6.24	26.5
-23.31	3.22
18.57	25.53
11.26	10.38
-0.36	-25.16
-30.77	-1.64
-20.2	-2.63
-16.21	30.29
-8.95	18.76
-31.04	5.25
12.09	18.89
28.54	10.25
-12.79	16.01
25.92	1.06
4.63	-28.94
-23.21	-6.28
-3.08	3.6
-28.67	6.17
-5.57	26.58
10.3	9.13
2.31	-27.99
15.74	-22.13
-18.13	27.37
10.02	-17.47
-26.73	23.15
-8.27	22.05
9.08	12.88
-12.8	29.68
0.68	-18.74
14.1	-1.54
-21.79	-23.57
-25.96	-17.67
-16.72	-15.68
18.58	-17.77
15.15	-20.44
9.39	-23.73
-15.85	-31.1
29.55	-30.21
-20.44	8.44
16.65	16.35
-10.4	-8.28
3.86	-2
25.22	8.77
-1.29	-26.54
-8.09	-13.32
-17.7	-15.47
16.37	-13.54
23.73	-1.74
-21.4	16.31
-14.38	19.7
-26.21	23.62
30.81	-26.16
6.98	23.5
24.29	-0.13
22.96	-5.26
-2.91	9.43
-3.75	14.34
-13.28	-10.04
-4.68	-4.57
-1.05	30.51
24.95	-11.07
-18.12	-20.05
30.16	-16.26
-1.52	13.78
-6.42	8.64
-1.24	28.26
-18.64	-18.55
-1.81	-17.12
0.51	-20.64
-25.52	7.97
-23.37	23.89
26.42	-9.41
-19.44	-8.36
7.07	-0.67
-19.35	15.16
-21.47	-29.32
-0.89	1.74
19.84	-25.2
31.03	25.3
-29.64	-24.18
22.38	11.3
-12.42	25.25
20.82	-21.99
-21.96	14.76
-5.35	-7.37
-0.48	18.71
14.7	3.09
-7.34	-22.95
-16.59	-22.23
2.15	-26.22
-15.34	10.71
0.98	-9.12
-1.96	26.95
15.85	22.53
-27.68	28.67
-27.59	-28.64
27.56	-2.76
-22.44	17.33
-17.48	29.34
-9.13	0.72
-2.07	3.9
-23.02	19.51
23.56	23.15
-22.54	-14.86
-22.42	6.69
27.05	13.56
-26.76	3.93
9.51	-17.39
-8.72	1.6
-13.55	4.71
-14.96	-14.14
-15.87	18.68
18.06	-7.96
-5.81	-25.69
28.91	18.06
19.31	-19.63
19.4	3.78
-16.08	-9.01
-1.07	26.58
0.89	17.32
-27.48	-27.02
16.46	-3.26
-22.57	-16.49
-5.51	-30.57
3.1	23.09
8.19	25.44
-24.67	20.67
-1.28	17.46
-8.46	-3.92
-16.38	1.05
-21.14	29.31
23.34	-0.09
-10.97	-12.7
5.34	-7.39
-14.38	-21.42
6.53	-4.14
10.86	9.36
-13.21	22.58
17.25	-19.72
-4.53	2.4
24.54	-25.33
18.6	-3.2
-14.71	6.98
-14.61	23.83
9.55	3
7.56	22.04
12.48	-28.17
-19.8	25.91
11.26	2.88
29.24	19.3
27.22	14.74
-2.15	11.27
-28.69	-14.41
16.74	-19.23
22.24	-11.46
-19.29	-6.72
-15.39	-3.31
-22.08	10.09
-12.87	-18.18
-24.08	-11.03
16.94	30.97
9.91	6.63
-14.97	0.39
16.39	-20.37
4.6	-26.7
-14.49	29.65
-24.8	-0.79
0.4	-23.5
-4.13	0.58
-18.68	21.78
14.83	3.22
-15.35	-7.46
22.59	28.06
-7.85	-5.06
-22.41	-13.43
-19.15	-27.08
6.68	-25.42
22.2	25.73
-9.62	28.48
23.02	-8.61
11.38	-5.42
9.65	-14.36
12.33	-16.3
0.62	26.08
-16.99	10.65
2.11	-0.79
1.98	-5.73
-12.32	-22.11
4.58	-26.62
-29.61	0.07
28.52	-4.24
28.64	-14.08
-28.95	-15.53
2.75	8.45
15.88	0.22
28.35	-29.14
1.56	-13.47
26.64	25.17
12.93	-18.48
10.13	-15.91
10.74	14.69
-26.53	24.3
10.25	-8.87
-15.25	-25.35
-24.29	-26.06
27.22	13.34
10.81	7.55
-28.56	-8.77
-20.04	27.04
5.15	28.07
-28.15	-16.36
9.08	-14.31
-12.39	-27.41
-23.58	-8.13
25.13	23.52
-21.93	-3.61
22.77	-3.58
-23.17	9.6
-14.96	14.5
21.04	-8.47
-29.2	-26.71
-27.6	14.36
-1.48	-10.25
-26.32	-2.93
-3.62	8.2
-26.44	23.79
-27.15	11.72
-17.61	-28.65
24.65	26.64
9.8	-15.58
-22.17	13.31
-0.32	-17.29
17.95	10.68
27.98	-18.48
12.18	25.47
-18.38	-28.61
-24.56	5.71
6.07	0.52
20.22	-0.72
-13.11	-11.76
-4.38	-11.05
-29.31	14.04
13.5	24.59
-24.1	-7.39
-4.2	-7.87
6.9	-27.74
14.21	-27.91
1.37	22.03
7.9	-24.15
1.54	-14.15
-8.78	-18.17
-25.32	23.21
-6.43	-22.09
2.19	-12.99
-6.82	3.51
24.19	15.48
20.34	-11.9
30.5	21.27
-14	13.81
-28.27	-16.16
28.42	16.51
