-9.08	24.2
28.32	14.28
-6.1	-27.48
-10.52	29.69
5.6	13.46
15.34	21.81
10.7	-23.68
-1.9	5.48
20.57	-26.29
15.65	-21.69
21.99	-4.67
-21.69	5.24
31	5.28
4.05	-17.49
-27.7	-18.68
4.48	-6.37
-13.99	25.21
-29.15	11.76
2.64	2.83
-31.08	1.47
12.66	-6.07
13.45	5.36
-13.93	0.52
15.67	-5.09
-21.63	-9.16
-4.23	28.08
12.98	8.99
20.22	-7.31
17.81	-1.07
-4.64	-11.91
-12.26	12.78
-2.44	-26.22
-15.04	-29.81
21.55	11.88
-3.07	30.54
-13.15	11.06
28.68	-5.12
-0.22	-23.95
-9.29	12.59
11.61	20.72
-14.55	-28.9
-4.07	1.66
0.21	21.9
24.71	10.74
19.04	20.52
4.2	-23.06
-2.11	-5.91
-23.34	7.31
-16.36	23.3
24.21	9.1
-23.99	-18.87
-25.14	18.88
6.13	11.66
-18.37	18.17
-5.24	26.45
-3.41	-13.56
22.2	-5.27
19.64	-26.09
-29.6	28.51
-14.4	-21.98
-27.09	12.81
-11.32	18.07
7.82	-12.59
-1.56	11.64
19.77	-1.56
25.71	-13.42
17.88	-14.71
22.88	19.16
27.39	29.72
-26.84	11.19
22.36	-18.65
3.76	-2.97
-7.16	2.66
-13.61	29.73
-7.87	-11.2
18.46	-26.71
7.47	-6.97
-3.6	-28.52
-25.81	-28.22
-23.53	22.89
2.88	-18.12
-25.58	0.02
-13.96	-24.39
26.46	-24.21
-14.85	19.49
12.24	-1.76
21.43	21.81
22.68	-17.15
28.94	26.38
12.09	-3.01
11.7	18.49
-22.03	-24.62
-0.68	-19.88
1.94	-30.58
3.44	-0.02
4.14	30.78
20.73	-23.59
-5.28	12.37
13.88	28.8
28.61	28.84
-1.88	-7.08
-26.13	-24.78
-12.68	20.77
-7.66	-28.41
-22.97	5.03
24.84	-18.72
-0.86	-1.62
-25.05	19.54
-30	19.84
14.02	-28.83
-21.33	7.01
18.86	-8.51
29.05	18.16
-27.49	-12.77
7.13	5.77
-0.44	-1.73
-10.05	-13.4
1.74	26.19
-13.02	25.21
4.23	28.44
10.64	-0.09
25.6	-25.46
1.58	-22.8
2.68	-30.41
-0.06	19
-14.03	16.61
9.71	-1.65
23.85	-16.05
-23.43	9.56
10.61	-21.14
-20.53	27.2
-22.95	16.59
13.92	3.58
-20.1	-3.93
5.95	-11.23
-19.31	-13.34
22.39	6.69
7.22	17.88
27.29	8.64
8.76	27.13
20.56	-29.61
-13.42	-19.53
-11.34	-27.25
-16.49	-5.37
20.4	14.87
-23.31	6.67
11.53	-23.91
22.18	-24.4
13.82	25.16
-24.83	12.48
-24.46	-4.98
-3.08	14.4
25.62	-27.09
-23.75	-6.12
-9.68	-8.54
-13.34	29.65
-18.22	-9.58
18.29	-18.59
12.81	-14.68
25.42	-22.75
8.86	-11.14
16.88	-4.5
-6.89	12.09
2.83	-16.42
-5.05	3.81
-14.6	-30.31
29.37	-8.42
5.99	-23.52
2.88	20.25
-2.01	-1.09
25.71	-4.11
-8.24	-16.44
-2.46	-14.03
-28.59	4.88
18.38	0.35
10.91	15.21
12.07	-5.89
19.88	-11.72
-15.8	9.34
-6.29	3.75
-20.19	-10.22
-20.64	-8.82
10.48	-0.64
-8.24	9.49
26.56	-7.83
-27.31	7.9
4.58	-22.29
-30.62	6.2
3.77	-2.15
17.52	-27.2
-19.42	-5.53
15.51	1.43
-29.82	4.28
7.86	2.09
-26.25	-25.73
-5.82	11.28
-16.95	-21.37
-21.81	-7.53
-23.54	8.4
-3.51	-7.23
-28.23	-7.73
23.8	29.16
2.12	28.13
-16.47	-22.49
-23.67	15.39
-11.73	-12.68
1.36	15.06
17.94	-7.06
-28.09	-17.29
-9.14	-25.61
-6.15	-28.32
-26.62	-21.62
12.94	5.62
-0.48	22.46
-3.8	0.13
-20.97	20.08
14.33	17.48
10.41	2.2
-12.95	-3.56
29.81	-17.74
-14.73	-9.33
19.95	24.75
-16.48	-4.34
20.4	-16.82
-28.81	13.94
-28.3	8.55
-29.96	-12.32
-9.08	-27.96
24.27	-6.91
24.26	9.86
9.13	26.09
-30.4	-0.24
15.5	13.4
-12.68	17.57
15.64	-9.71
-15.35	-27.73
6.99	-4.83
-20.73	-6.94
14.13	-27.94
-30.81	-28.53
-25.96	28.41
-17.94	7.69
-15.5	4.61
16.29	21.99
-14.22	-15.11
23.72	10.37
6.27	-12.31
23.19	28.76
-1.79	-18.22
24.83	16.58
-8.12	17.01
-29.85	-28.5
24.53	-11.38
-6.55	14.73
-20.22	11.61
-7.23	19.34
24.04	28.54
18.33	5.01
-14.23	-31.17
27.05	-5.74
-4.35	25.29
-28.06	13.8
-4.31	-9
-28.4	-28.93
11.2	24.64
18.48	1.87
19.28	11.18
-28.66	-21.13
6.86	28.01
-14.51	-19.31
-4.9	28.27
30.9	-23.72
17.24	-8.62
25.47	-8.26
-13.98	30.55
-12.72	0.2
-14.91	-14.13
-4.31	19.74
-9.48	-29.17
-26.24	12
-8.67	-18.83
9.56	12.42
23.01	-28.58
-14.79	-26.21
20.47	-10.99
-29.61	27.79
-29.11	25.52
15.06	6.04
23.24	-28.99
-19.05	-6.55
0.57	25.98
-24.69	16.66
2.26	15.64
5.45	0.95
9.96	0.06
11.22	6.66
-16.7	14.1
19.75	0.45
21.42	-9.2
12.33	4.11
-5.71	-15.68
22.01	24.28
12.34	13.86
-20.44	26.07
-4.64	-28.31
-19.94	4.18
-5.82	14.87
-23.33	-28.07
13.94	-1.68
5.13	-16.59
31.07	3.42
16.42	0.3
-2.19	-23.96
-29.31	-15.86
-15.26	-25.21
-5.78	14.49
24.14	12.98
21.16	21.55
-17.85	16.57
-18.77	-10.04
17.44	29.56
24.1	-7.03
-29.34	11.36
-24.4	-20.6
-6.11	12.15
0.8	9.8
29.34	-25.02
-24.03	21.42
13	-7.39
3.91	-14.77
24.92	-19.64
-19.96	4.17
21.91	-13.68
10.17	-24.06
-16.62	1.38
-13.45	-16.52
13.38	-22.09
-18.33	7.99
29.22	-26.59
8.79	3.85
7.12	-26.7
-30.33	29.29
-29.41	-30.59
-6.42	6.35
7.91	12.9
1.64	19.26
-29.7	-26.78
15.63	19.93
-12.75	-2.85
5.26	12.76
-26.41	31.03
27.79	-30.05
-22.79	20.71
14.55	-27.44
-17.07	20.98
-20.47	-16.69
-23.39	-4.3
-17.58	26.64
29.38	28.44
-4.12	-12.07
-1.54	16.27
24.34	-30.3
-14.39	14.97
-15.08	20.09
-12.97	22.06
19.4	-4.09
8.89	19.53
28.77	24.64
-14.32	10.38
-25.64	28.98
11.76	-20.53
-14.87	-0.14
-24.79	-22.67
7.56	-6.59
8.91	28.1
-14.81	26.15
-11.32	3.58
28.8	22.26
-21.69	29.28
-29.2	-17.14
-22.4	8.53
29.74	9.08
19.23	18.2
-12.81	1.39
-13.19	-23.92
-21.21	-2.95
-1.44	-12.32
-18.35	29.63
15.88	5.94
-2.08	16.3
19.45	-8.07
6.36	22.37
-8.04	-14.28
19.9	28.84
-19.99	15.73
21.52	15.33
-1.09	7.59
-12.86	-10.96
13.48	-25.91
17.4	4.46
5.76	-16.58
8.64	-9.93
-19.85	5.7
-24.02	19.54
-15.76	-26.82
-19.42	28.49
3.08	-1
0.21	-22.43
28.83	1.23
-21.11	-8.35
11.14	-10.23
-21.36	-24.87
3.1	28.36
-10.27	-23.92
-12.81	-10.11
-0.88	-26.03
-4.06	7.11
-26.07	5.86
-24.51	3.72
18.79	-0.23
-22.36	29.89
-4.61	6.96
6.55	-22.16
9.83	-11.63
-7.73	13.31
17.33	13.23
-21.64	23.63
26.95	-30.38
-11.57	8.76
-4.34	-17.25
-11.37	7.57
-20.99	21.87
-10.32	-7.79
-4.57	-22.91
1.86	30.02
-25.76	-14.19
26.22	-15.08
1.6	-15.82
-26.08	-29.87
-11.55	22.32
-6.87	-19.82
-30.02	-19.44
12.12	3.27
-16.16	-1.88
24.9	14.87
5.43	-2.79
25.2	19.33
12.12	-16.08
20.9	12.37
-14.8	27.51
30.99	-7.79
17.39	-20.79
27.21	15.87
-11.66	3.6
-27.51	2.75
15.74	-20.42
13.09	-16.91
22.23	-26.16
-20.87	-15.01
-24.67	-13.43
-16.02	25.66
-8.08	-20.94
25.47	-26.56
-21.84	28.57
-13.44	-18.08
-2.53	-21.01
-30.14	26.71
9.51	18.16
16.15	-1.84
0.18	8.55
19.64	-13.16
-10.43	12.91
16.39	-3.17
-29.57	19.15
21.32	21.05
25.9	29.85
-9.79	-16.35
-11.28	20.64
13.47	-4.93
-20.66	8.24
-9	-20.39
-19.13	2.35
24.29	3.31
-5.24	-10.92
5.79	-24.61
5.28	9.57
7.67	2.13
29.1	16.22
-1.28	16.03
-19.88	-30.19
-23.31	30.14
-20.71	-15.86
-3.04	26.12
19.09	-6.9
21.13	-8.1
20.59	-27.39
11.28	-17.27
-18.39	-19.13
-21.16	-10.62
7.09	-21.67
-29.63	-25.48
-12.26	-2.75
10.48	29.25
-28.91	6.4
-6.27	8.61
-18.9	-26.77
-18.79	4.8
-1.45	-2.27
-9.11	-26.19
25.29	-28.6
15	-7.53
27.72	28.92
22.1	-10.97
-10.57	12.89
-22.31	-16.63
-24.03	8.6
-0.19	-29.59
-27.7	-28.03
19.57	-28.64
7.59	14.7
-17.64	-24.83
19.4	9.84
-27.1	22.95
-6.36	-11.8
-29.63	16.41
4.75	16.4
18.68	28.52
22.7	-0.68
-18.7	-24.66
-30.72	-24.57
-10.91	-1.28
16.8	7.5
26.49	-30.06
18.89	-0.24
-21.14	-29.53
-8.85	-21.6
14.82	29.93
13.5	-27.31
-27.6	22.29
-23.26	17.43
-9.05	-22
28.52	2.64
-21.13	-21.63
-12.76	-2.29
-19.93	0.26
23.72	1.28
3.19	18.4
12.52	1.23
-18.44	0.72
-16.72	3.68
21.49	11.74
-27.65	20.37
-12.45	-8.13
-15.41	-9.69
-31.02	-6.89
6.76	16.5
20.82	26.09
27.69	-16.07
-8.61	21.89
10.25	16.49
-11.53	-26.32
25.31	-21.56
-23.35	-7.27
24.21	10.54
-29.49	-21.43
-1.13	-21.49
2.2	-9.6
4.17	22.16
14.75	7.68
5.84	12.27
30.46	-8.44
16.69	7.07
12.48	10.73
-0.63	7.29
3.05	-29.01
15.73	19.24
6.93	-19.68
9.24	11.38
24.03	5.35
20.12	29.43
-9.09	-22.21
-6.08	-8.99
2.92	4.31
10.29	-0.19
-27.78	-15.55
-7.84	-7.67
-22.03	-3.95
30.2	-17.64
-1.76	23.07
-23.92	3.7
-3.79	10.4
20.92	-3.99
-11.28	-16.73
-30.03	2.68
17.59	15.3
-29.44	-1.43
-26.35	-10.43
7.05	-26.84
30.95	11.85
16.06	-20.43
-12.32	7.79
17.91	-14.29
-1.72	12.42
-11.59	1.87
26.9	-25.78
14.84	-21.24
2.34	15.28
-13.84	23.89
-29.16	28.28
30.41	22.43
8.81	-20.37
-4.27	6.36
25.14	-17.38
21.58	-5.48
21.65	5.21
3.5	6.34
